policyID,statecode,county,CreditLimit,tiv_2012,point_latitude,point_longitude,line,construction,point_granularity,Country
256774,FL,ORANGE COUNTY,504864.36,743089.66,28.38216,-81.42381,Residential,Masonry,1,
716391,FL,ORANGE COUNTY,945002.52,1518997.05,28.38216,-81.42381,Residential,Masonry,1,
873171,FL,ORANGE COUNTY,350311.5,390227.74,28.361324,-81.430168,Residential,Wood,1,
388161,FL,ORANGE COUNTY,650810.7,1026051.88,28.399199,-81.404686,Residential,Masonry,1,
202997,FL,ORANGE COUNTY,1876737.6,2029128.69,28.369921,-81.430473,Commercial,Reinforced Masonry,1,
770807,FL,ORANGE COUNTY,1876737.6,1291176.7,28.371342,-81.42923,Commercial,Reinforced Masonry,1,
621687,FL,ORANGE COUNTY,1876737.6,2216145.59,28.371897,-81.429207,Commercial,Reinforced Masonry,1,
782564,FL,ORANGE COUNTY,1876737.6,1287817.34,28.371544,-81.431183,Commercial,Reinforced Masonry,1,
782631,FL,ORANGE COUNTY,1876737.6,1782187.56,28.36985,-81.43222,Commercial,Reinforced Masonry,1,
918393,FL,ORANGE COUNTY,1876737.6,2415333.14,28.369686,-81.432014,Commercial,Reinforced Masonry,1,
371630,FL,ORANGE COUNTY,1876737.6,3070582.94,28.369081,-81.432053,Commercial,Reinforced Masonry,1,
186202,FL,ORANGE COUNTY,1876737.6,1647400.27,28.368725,-81.43354,Commercial,Reinforced Masonry,1,
204281,FL,ORANGE COUNTY,1045963.8,1158358.89,28.42644,-81.40533,Residential,Masonry,1,
171651,FL,ORANGE COUNTY,976123.8,1338851.4,28.379583,-81.40461,Residential,Masonry,1,
545073,FL,ORANGE COUNTY,8705952,11520000,28.423306,-81.413895,Commercial,Reinforced Masonry,1,
334128,FL,ORANGE COUNTY,25470000,32400000,28.366674,-81.392082,Commercial,Reinforced Concrete,4,
677772,FL,ORANGE COUNTY,1179323.1,1237793.94,28.387186,-81.404648,Residential,Masonry,1,
588452,FL,ORANGE COUNTY,41789.07,53658.01,28.40339,-81.39989,Residential,Wood,1,
520427,FL,ORANGE COUNTY,84176.67,116880.99,28.4116,-81.41297,Residential,Wood,1,
292391,FL,ORANGE COUNTY,68476.56,79735.14,28.3814,-81.4175,Residential,Wood,4,
673149,FL,ORANGE COUNTY,51846.11,49996.24,28.38871,-81.41744,Residential,Wood,1,
140654,FL,ORANGE COUNTY,68476.56,91182.3,28.3973,-81.42115,Residential,Wood,1,
545391,FL,ORANGE COUNTY,68476.56,103459.87,28.39617,-81.40866,Residential,Wood,1,
993274,FL,ORANGE COUNTY,125456.12,183983.91,28.35349,-81.41401,Residential,Wood,1,
268244,FL,ORANGE COUNTY,44926.41,43533.69,28.39254,-81.42055,Residential,Wood,1,
967587,FL,ORANGE COUNTY,110863.13,117547.06,28.42315,-81.41594,Residential,Wood,1,
445754,FL,ORANGE COUNTY,132550.52,121248.74,28.40313,-81.4069,Residential,Wood,1,
225708,FL,ORANGE COUNTY,68476.56,117319.87,28.379,-81.41315,Residential,Wood,1,
657445,FL,ORANGE COUNTY,84176.67,147932.08,28.35317,-81.43534,Residential,Wood,1,
370843,FL,ORANGE COUNTY,60626.51,71933.36,28.383503,-81.425896,Residential,Wood,3,
298459,FL,ORANGE COUNTY,682705.39,648437.67,28.37423,-81.40117,Residential,Masonry,3,
108445,FL,ORANGE COUNTY,41008.62,55430.53,28.41683,-81.418005,Residential,Wood,3,
617003,FL,ORANGE COUNTY,2331158.83,2541709.09,28.363031,-81.421265,Commercial,Reinforced Masonry,1,
763437,FL,ORANGE COUNTY,958048.35,1195069.52,28.363031,-81.421265,Residential,Masonry,1,
885697,FL,ORANGE COUNTY,507179.13,796952.89,28.363031,-81.421265,Residential,Masonry,1,
465114,FL,ORANGE COUNTY,19283.13,29353.7,28.363031,-81.421265,Residential,Wood,1,
952724,FL,ORANGE COUNTY,9810000,13770000,28.41137,-81.39795,Commercial,Reinforced Concrete,1,
719829,FL,ORANGE COUNTY,35943.3,36073.85,28.402643,-81.404701,Residential,Wood,1,
841457,FL,ORANGE COUNTY,3581361,4926763.72,28.3814,-81.4175,Commercial,Reinforced Masonry,4,
409940,FL,ORANGE COUNTY,114300,97677.12,28.40737,-81.41093,Residential,Wood,4,
561037,FL,ORANGE COUNTY,103500,124248.85,28.38308,-81.41261,Residential,Wood,1,
190246,FL,ORANGE COUNTY,150356.7,254403.54,28.37602,-81.4361,Residential,Wood,3,
326957,FL,ORANGE COUNTY,131850,102646.28,28.36543,-81.39953,Residential,Wood,1,
407242,FL,ORANGE COUNTY,130500,141216.4,28.37029,-81.41733,Residential,Wood,1,
746807,FL,ORANGE COUNTY,126000,131681.59,28.36493,-81.39849,Residential,Wood,1,
278382,FL,ORANGE COUNTY,72000,65121.84,28.39558,-81.39503,Residential,Wood,1,
915069,FL,ORANGE COUNTY,3598058.96,4898742.89,28.410686,-81.401466,Commercial,Reinforced Masonry,1,
370308,FL,ORANGE COUNTY,3028411.32,3339804.68,28.41329,-81.40057,Commercial,Reinforced Masonry,1,
302729,FL,ORANGE COUNTY,4102389,4090245.93,28.40826,-81.4033,Commercial,Reinforced Masonry,1,
351990,FL,ORANGE COUNTY,0,17550000,28.35887,-81.4307,Commercial,Reinforced Concrete,1,
162292,FL,ORANGE COUNTY,0,19350000,28.41717,-81.415939,Commercial,Reinforced Concrete,3,
938419,FL,ORANGE COUNTY,0,87052.5,28.417662,-81.411461,Residential,Wood,1,
219122,FL,ORANGE COUNTY,1058999.65,1140669.7,28.364138,-81.392143,Residential,Masonry,1,
700401,FL,ORANGE COUNTY,9360000,13140000,28.41043,-81.41575,Commercial,Reinforced Concrete,4,
730456,FL,ORANGE COUNTY,59400,96888.05,28.42534,-81.40401,Residential,Wood,1,
354672,FL,ORANGE COUNTY,1395855.7,1252920.07,28.48212,-81.40378,Residential,Masonry,3,
845956,FL,ORANGE COUNTY,1395855.7,1353438.43,28.48212,-81.40378,Residential,Masonry,3,
246109,FL,ORANGE COUNTY,1395855.7,1764383.93,28.48212,-81.40378,Residential,Masonry,3,
440573,FL,ORANGE COUNTY,1395855.7,1833501.12,28.48212,-81.40378,Residential,Masonry,3,
938167,FL,ORANGE COUNTY,416097,511594.59,28.48585,-81.38418,Residential,Masonry,1,
877809,FL,ORANGE COUNTY,924.66,821.92,28.48585,-81.38418,Residential,Wood,1,
999833,FL,ORANGE COUNTY,12150000,19800000,28.494804,-81.428864,Commercial,Reinforced Concrete,1,
889938,FL,ORANGE COUNTY,1978942.68,2634978.01,28.496078,-81.396866,Commercial,Reinforced Masonry,1,
883339,FL,ORANGE COUNTY,19980000,21690000,28.49868,-81.42676,Commercial,Reinforced Concrete,1,
134275,FL,ORANGE COUNTY,491400,427085.57,28.488297,-81.417511,Residential,Masonry,1,
333868,FL,ORANGE COUNTY,652496.4,1024320.17,28.488735,-81.433144,Residential,Masonry,1,
963842,FL,ORANGE COUNTY,11160000,10800000,28.48374,-81.40819,Commercial,Reinforced Concrete,1,
566401,FL,ORANGE COUNTY,976123.8,747788.92,28.491678,-81.428421,Residential,Masonry,1,
641346,FL,ORANGE COUNTY,11970000,14040000,28.473871,-81.442184,Commercial,Reinforced Concrete,1,
805565,FL,ORANGE COUNTY,8191647.9,11250000,28.473871,-81.442184,Commercial,Reinforced Masonry,1,
486137,FL,ORANGE COUNTY,17190000,19350000,28.476828,-81.4422,Commercial,Reinforced Concrete,1,
786777,FL,ORANGE COUNTY,82600.25,78429.02,28.486809,-81.41925,Residential,Wood,3,
305995,FL,ORANGE COUNTY,695244.59,655466.87,28.486807,-81.419682,Residential,Masonry,3,
886814,FL,ORANGE COUNTY,68596.48,59012.72,28.500335,-81.41169,Residential,Wood,3,
243469,FL,ORANGE COUNTY,76341.09,107540.16,28.50146,-81.405285,Residential,Wood,1,
112796,FL,ORANGE COUNTY,44941.91,54918.97,28.473499,-81.386765,Residential,Wood,1,
553518,FL,ORANGE COUNTY,41789.07,45998.74,28.48138,-81.42528,Residential,Wood,1,
719390,FL,ORANGE COUNTY,51846.11,51215.66,28.498983,-81.408264,Residential,Wood,1,
616486,FL,ORANGE COUNTY,41789.07,52674.29,28.50438,-81.41513,Residential,Wood,1,
544678,FL,ORANGE COUNTY,52776.54,65410.24,28.48806,-81.388802,Residential,Wood,3,
253889,FL,ORANGE COUNTY,6113709.79,8840528.29,28.508875,-81.414635,Commercial,Reinforced Masonry,1,
536230,FL,ORANGE COUNTY,1003081.51,1225966.22,28.505053,-81.415412,Residential,Masonry,1,
532221,FL,ORANGE COUNTY,3214114.62,5140526.36,28.504596,-81.415795,Commercial,Reinforced Masonry,3,
205316,FL,ORANGE COUNTY,15660000,20790000,28.505243,-81.415416,Commercial,Reinforced Concrete,1,
529895,FL,ORANGE COUNTY,10080000,17370000,28.504496,-81.415798,Commercial,Reinforced Concrete,1,
342251,FL,ORANGE COUNTY,303137.73,422893.5,28.505136,-81.415414,Residential,Wood,1,
422229,FL,ORANGE COUNTY,398019.83,538415.76,28.505237,-81.415415,Residential,Masonry,1,
287539,FL,ORANGE COUNTY,23760000,29070000,28.504787,-81.417442,Commercial,Reinforced Concrete,1,
984223,FL,ORANGE COUNTY,2021011.72,1735038.56,28.503375,-81.41676,Commercial,Reinforced Masonry,3,
953431,FL,ORANGE COUNTY,3857026.35,4260810.72,28.503355,-81.42139,Commercial,Reinforced Masonry,3,
930731,FL,ORANGE COUNTY,55440000,72540000,28.503925,-81.417427,Commercial,Steel Frame,1,
565419,FL,ORANGE COUNTY,500465.12,481557.54,28.500322,-81.41758,Residential,Masonry,1,
924463,FL,ORANGE COUNTY,1302813.43,1215097.61,28.500322,-81.41758,Residential,Masonry,1,
671658,FL,ORANGE COUNTY,767340.25,1018091.7,28.500322,-81.41758,Residential,Masonry,1,
208891,FL,ORANGE COUNTY,17914.85,24915.97,28.49101,-81.3782,Residential,Wood,3,
495279,FL,ORANGE COUNTY,183739.5,200547.07,28.489235,-81.426933,Residential,Wood,3,
162184,FL,ORANGE COUNTY,90000,112928.4,28.49349,-81.39325,Residential,Wood,1,
970991,FL,ORANGE COUNTY,0,20700000,28.48048,-81.40702,Commercial,Reinforced Concrete,1,
767160,FL,ORANGE COUNTY,123430.5,155357.03,28.416851,-81.333031,Residential,Wood,1,
534267,FL,BREVARD COUNTY,107559,84412.3,28.618349,-81.387024,Residential,Wood,4,
219612,FL,BREVARD COUNTY,22407.3,19330.33,28.087858,-80.617554,Residential,Wood,1,
683628,FL,BREVARD COUNTY,49387.5,79762.79,28.087858,-80.617554,Residential,Wood,1,
768365,FL,BREVARD COUNTY,2009034.9,1947984.35,28.08751,-80.65097,Commercial,Reinforced Masonry,1,
280260,FL,BREVARD COUNTY,10170000,12420000,28.0742,-80.6205,Commercial,Reinforced Concrete,3,
371405,FL,BREVARD COUNTY,5374861.2,4402011.32,28.085239,-80.62748,Commercial,Reinforced Masonry,1,
187119,FL,BREVARD COUNTY,6570911.16,10080000,28.0742,-80.6205,Commercial,Reinforced Masonry,4,
308589,FL,BREVARD COUNTY,6500199.9,9000000,28.066807,-80.624908,Commercial,Reinforced Masonry,1,
518901,FL,BREVARD COUNTY,12060000,15030000,28.0742,-80.6205,Commercial,Reinforced Concrete,1,
405169,FL,BREVARD COUNTY,4997003.18,7135720.54,28.066565,-80.624908,Commercial,Reinforced Masonry,1,
640618,FL,BREVARD COUNTY,2761502.08,2726596.69,28.0742,-80.6205,Commercial,Reinforced Masonry,4,
330107,FL,BREVARD COUNTY,2921589.55,3926616.35,28.0742,-80.6205,Commercial,Reinforced Masonry,4,
874024,FL,BREVARD COUNTY,2921589.55,2525652.81,28.0742,-80.6205,Commercial,Reinforced Masonry,4,
570165,FL,BREVARD COUNTY,4580082.98,6369026.75,28.067293,-80.624901,Commercial,Reinforced Masonry,1,
106150,FL,BREVARD COUNTY,2495564.54,1997689.43,28.066654,-80.624908,Commercial,Reinforced Masonry,1,
436316,FL,BREVARD COUNTY,4607357.99,3979319.81,28.0986,-80.6437,Commercial,Reinforced Masonry,4,
371638,FL,BREVARD COUNTY,3384254.18,5066715.84,28.0986,-80.6437,Commercial,Reinforced Masonry,4,
830054,FL,BREVARD COUNTY,550800,608083.2,28.0742,-80.6205,Residential,Masonry,3,
863625,FL,BREVARD COUNTY,1517365.72,2535172.16,28.064623,-80.624931,Residential,Masonry,1,
189995,FL,BREVARD COUNTY,1362760.27,1225993.65,28.0742,-80.6205,Residential,Masonry,4,
840561,FL,BREVARD COUNTY,2414420.32,2219195.12,28.0742,-80.6205,Commercial,Reinforced Masonry,4,
618759,FL,BREVARD COUNTY,2414420.32,3499038.28,28.0742,-80.6205,Commercial,Reinforced Masonry,4,
903686,FL,BREVARD COUNTY,660797.17,474320.21,28.06857,-80.624895,Residential,Masonry,1,
743968,FL,BREVARD COUNTY,340046.82,374968.27,27.98248,-80.645665,Residential,Wood,1,
120613,FL,BREVARD COUNTY,486166.13,592173.68,28.071335,-80.624886,Residential,Masonry,1,
179091,FL,BREVARD COUNTY,212674,267684.25,28.061642,-80.625175,Residential,Wood,3,
922592,FL,BREVARD COUNTY,552768.51,861788.22,28.063862,-80.625481,Residential,Masonry,1,
227287,FL,BREVARD COUNTY,398304.94,477368.47,28.088556,-80.650879,Residential,Masonry,1,
752416,FL,BREVARD COUNTY,393041.56,500184.68,28.06358,-80.62532,Residential,Masonry,3,
592029,FL,BREVARD COUNTY,302965.73,360415.91,28.063858,-80.625671,Residential,Wood,1,
750901,FL,BREVARD COUNTY,884286.29,1517605.06,28.0742,-80.6205,Residential,Masonry,4,
473774,FL,BREVARD COUNTY,141840,154182.35,28.0742,-80.6205,Residential,Wood,4,
651604,FL,BREVARD COUNTY,73726.99,79846.33,28.061699,-80.625175,Residential,Wood,3,
408650,FL,BREVARD COUNTY,74340,116133.95,28.061598,-80.625175,Residential,Wood,3,
993561,FL,BREVARD COUNTY,68055.68,58563.27,28.06167,-80.625175,Residential,Wood,3,
510125,FL,BREVARD COUNTY,186678.77,200631.89,28.064041,-80.618523,Residential,Wood,3,
342118,FL,BREVARD COUNTY,49500,72257.33,28.061686,-80.625175,Residential,Wood,3,
417192,FL,BREVARD COUNTY,24589.84,35162,28.0986,-80.6437,Residential,Wood,4,
611900,FL,BREVARD COUNTY,31583.07,54957.58,28.056929,-80.620415,Residential,Wood,4,
480635,FL,BREVARD COUNTY,40198.76,30679.69,28.0758,-80.601807,Residential,Wood,1,
166293,FL,BREVARD COUNTY,80100,141777,28.0742,-80.6205,Residential,Wood,4,
134587,FL,BREVARD COUNTY,98640,94576.03,28.0742,-80.6205,Residential,Wood,3,
272933,FL,BREVARD COUNTY,40500,49411.42,28.0913,-80.63837,Residential,Wood,3,
738899,FL,BREVARD COUNTY,26100,22037.8,28.056965,-80.62104,Residential,Wood,3,
901558,FL,BREVARD COUNTY,40500,35604.04,28.09623,-80.654724,Residential,Wood,1,
551881,FL,BREVARD COUNTY,9225,14976.55,28.085239,-80.62748,Residential,Wood,1,
221907,FL,BREVARD COUNTY,22238.28,36655.79,28.05691,-80.620209,Residential,Wood,4,
341636,FL,BREVARD COUNTY,28800000,43380000,28.056965,-80.621506,Commercial,Reinforced Concrete,1,
614837,FL,BREVARD COUNTY,5940000,7258674.06,28.08797,-80.61904,Commercial,Reinforced Masonry,1,
484970,FL,BREVARD COUNTY,12960000,20610000,28.041952,-80.625877,Commercial,Reinforced Concrete,1,
925186,FL,BREVARD COUNTY,1594479.6,1633783.52,28.07938,-80.61854,Residential,Masonry,1,
184509,FL,BREVARD COUNTY,332052.3,296085.72,28.06802,-80.63039,Residential,Wood,1,
533781,FL,BREVARD COUNTY,309150,502207.99,28.0705,-80.60938,Residential,Wood,1,
611286,FL,BREVARD COUNTY,298537.2,239982.71,28.07938,-80.61854,Residential,Wood,1,
870685,FL,BREVARD COUNTY,74413.8,71431.89,28.07963,-80.61922,Residential,Wood,1,
548402,FL,BREVARD COUNTY,16330.5,23040.11,28.08025,-80.61838,Residential,Wood,1,
374077,FL,BREVARD COUNTY,8838,11744.64,28.07938,-80.61854,Residential,Wood,1,
463009,FL,BREVARD COUNTY,5926309.2,6332569.55,28.08932,-80.61166,Commercial,Reinforced Masonry,1,
679546,FL,BREVARD COUNTY,73972.8,61737.7,28.056974,-80.621254,Residential,Wood,1,
483783,FL,BREVARD COUNTY,622296.18,657144.77,28.056974,-80.621254,Residential,Masonry,1,
590210,FL,BREVARD COUNTY,2165553.72,3428309.75,28.056974,-80.621254,Commercial,Reinforced Masonry,1,
795912,FL,BREVARD COUNTY,1295448.66,1170007.78,28.082073,-80.614586,Residential,Masonry,1,
481963,FL,BREVARD COUNTY,748974.6,704646.54,28.082073,-80.614586,Residential,Masonry,1,
202207,FL,BREVARD COUNTY,1139181.12,1769091.32,28.08297,-80.613327,Residential,Masonry,1,
361013,FL,BREVARD COUNTY,275548.68,382055.13,28.08353,-80.62271,Residential,Wood,1,
682729,FL,BREVARD COUNTY,16643.88,19050.59,28.0812,-80.61441,Residential,Wood,1,
278341,FL,BREVARD COUNTY,106335.9,103461.85,28.08068,-80.61351,Residential,Wood,1,
330822,FL,BREVARD COUNTY,958974.77,991579.91,28.086721,-80.621811,Residential,Masonry,1,
893466,FL,BREVARD COUNTY,1117788.19,1816126.36,28.049637,-80.621635,Residential,Masonry,1,
437771,FL,BREVARD COUNTY,1127700,1671251.4,28.077221,-80.621414,Residential,Masonry,1,
643355,FL,BREVARD COUNTY,5323105.8,7496061.46,28.079357,-80.605782,Commercial,Reinforced Masonry,3,
825705,FL,BREVARD COUNTY,481875.43,503604.16,28.07359,-80.60875,Residential,Masonry,1,
591390,FL,BREVARD COUNTY,51960.13,67225.29,28.07359,-80.60875,Residential,Wood,1,
593951,FL,BREVARD COUNTY,56837.2,82382.74,28.07359,-80.60875,Residential,Wood,1,
461397,FL,BREVARD COUNTY,481875.43,627503.01,28.07359,-80.60875,Residential,Masonry,1,
600251,FL,BREVARD COUNTY,111983.03,113772.52,28.07359,-80.60875,Residential,Wood,1,
779613,FL,BREVARD COUNTY,829754.36,1379803.51,28.07359,-80.60875,Residential,Masonry,1,
125067,FL,BREVARD COUNTY,481875.43,649201.86,28.07359,-80.60875,Residential,Masonry,1,
912957,FL,BREVARD COUNTY,546974.9,577608.78,28.07359,-80.60875,Residential,Masonry,1,
925385,FL,BREVARD COUNTY,249498.2,424735.75,28.07514,-80.6314,Residential,Wood,1,
179716,FL,BREVARD COUNTY,490734.53,603980.36,28.07359,-80.60875,Residential,Masonry,1,
186701,FL,BREVARD COUNTY,19637.65,26567.67,28.07359,-80.60875,Residential,Wood,1,
772391,FL,BREVARD COUNTY,1025266.88,1273750.56,28.0742,-80.6205,Residential,Masonry,4,
825031,FL,BREVARD COUNTY,1519137.88,2572714.68,28.07359,-80.60875,Residential,Masonry,1,
401844,FL,BREVARD COUNTY,98833.93,109454.23,28.07359,-80.60875,Residential,Wood,1,
126166,FL,BREVARD COUNTY,488462.01,682094.21,28.07359,-80.60875,Residential,Masonry,1,
409645,FL,BREVARD COUNTY,22396.61,24626.41,28.07359,-80.60875,Residential,Wood,1,
692603,FL,BREVARD COUNTY,531347.05,836276.49,28.07359,-80.60875,Residential,Masonry,1,
559787,FL,BREVARD COUNTY,303886.85,309721.47,28.105274,-80.625023,Residential,Wood,1,
247690,FL,BREVARD COUNTY,16722.8,18241.23,28.083723,-80.614784,Residential,Wood,1,
975806,FL,BREVARD COUNTY,768950.16,898472.12,28.0742,-80.6205,Residential,Masonry,4,
665052,FL,BREVARD COUNTY,218919.16,205896.09,28.07514,-80.6314,Residential,Wood,1,
794984,FL,BREVARD COUNTY,9645.1,9425.92,28.072554,-80.623764,Residential,Wood,3,
206849,FL,BREVARD COUNTY,9645.1,8689.27,28.072554,-80.623764,Residential,Wood,3,
499950,FL,BREVARD COUNTY,13934.73,13192.9,28.13475,-80.635495,Residential,Wood,3,
382691,FL,BREVARD COUNTY,15032.49,17645.8,28.07514,-80.6314,Residential,Wood,1,
308563,FL,BREVARD COUNTY,16917.19,20845.36,28.07514,-80.6314,Residential,Wood,1,
956694,FL,BREVARD COUNTY,28257.29,37379.81,28.07514,-80.6314,Residential,Wood,1,
280282,FL,BREVARD COUNTY,620441.07,548941.44,28.07514,-80.6314,Residential,Masonry,1,
127991,FL,BREVARD COUNTY,104266.21,153731.14,28.09115,-80.621803,Residential,Wood,1,
907626,FL,BREVARD COUNTY,248851.18,303718.89,28.0742,-80.6205,Residential,Wood,4,
281722,FL,BREVARD COUNTY,308575.47,355929.46,28.0742,-80.6205,Residential,Wood,4,
968655,FL,BREVARD COUNTY,432308.03,588098.01,28.0957,-80.633676,Residential,Masonry,1,
580825,FL,BREVARD COUNTY,432308.03,401356.51,28.095823,-80.633544,Residential,Masonry,1,
165039,FL,BREVARD COUNTY,961184.83,1122881.11,28.09606,-80.64936,Residential,Masonry,1,
526344,FL,BREVARD COUNTY,1797910.7,1455725.14,28.09074,-80.630219,Residential,Masonry,1,
510022,FL,BREVARD COUNTY,141930.83,105809.43,28.08853,-80.630275,Residential,Wood,3,
186496,FL,BREVARD COUNTY,21047.93,21443.8,28.090277,-80.630234,Residential,Wood,1,
235313,FL,BREVARD COUNTY,82821.43,88206.48,28.090277,-80.630234,Residential,Wood,1,
526263,FL,BREVARD COUNTY,36240.24,36858.87,28.090277,-80.630234,Residential,Wood,1,
471064,FL,BREVARD COUNTY,834646.87,1208877.49,28.097061,-80.629196,Residential,Masonry,1,
772944,FL,BREVARD COUNTY,41498.62,58110.51,28.097061,-80.629196,Residential,Wood,1,
590574,FL,BREVARD COUNTY,114471.54,177683.88,28.09354,-80.62646,Residential,Wood,3,
819477,FL,BREVARD COUNTY,295037.96,313527.99,28.09354,-80.62646,Residential,Wood,3,
869848,FL,BREVARD COUNTY,32848.36,41872.59,28.09354,-80.62646,Residential,Wood,3,
845586,FL,BREVARD COUNTY,131190.22,186604.97,28.090427,-80.630783,Residential,Wood,1,
501884,FL,BREVARD COUNTY,13700.9,17256.23,28.059944,-80.600693,Residential,Wood,1,
808988,FL,BREVARD COUNTY,8460.94,11534.22,28.056879,-80.628029,Residential,Wood,1,
443413,FL,BREVARD COUNTY,13934.73,12489.42,28.056879,-80.628029,Residential,Wood,1,
290465,FL,BREVARD COUNTY,491834.69,735264.33,28.070694,-80.607323,Residential,Masonry,1,
757738,FL,BREVARD COUNTY,45060.85,69054.62,28.070694,-80.607323,Residential,Wood,1,
936904,FL,BREVARD COUNTY,280482.52,378335.01,28.059944,-80.600693,Residential,Wood,1,
770563,FL,BREVARD COUNTY,9645.1,12983.53,28.059944,-80.600693,Residential,Wood,1,
119455,FL,BREVARD COUNTY,156055.5,169326.77,28.059944,-80.600693,Residential,Wood,1,
780597,FL,BREVARD COUNTY,26921,34716.46,28.059944,-80.600693,Residential,Wood,1,
347396,FL,BREVARD COUNTY,302905.42,473729.53,28.082165,-80.6213,Residential,Wood,3,
862238,FL,BREVARD COUNTY,5651.27,7492.72,28.070694,-80.607323,Residential,Wood,1,
664731,FL,BREVARD COUNTY,69373.14,59751.08,28.0742,-80.6205,Residential,Wood,4,
543122,FL,BREVARD COUNTY,6103.9,6633.72,28.0742,-80.6205,Residential,Wood,4,
430036,FL,BREVARD COUNTY,7233.59,5833.16,28.024425,-80.59426,Residential,Wood,4,
835063,FL,BREVARD COUNTY,307580.06,235996.96,28.0742,-80.6205,Residential,Wood,4,
153511,FL,BREVARD COUNTY,1244255.92,1692586.21,28.0742,-80.6205,Residential,Masonry,4,
143631,FL,BREVARD COUNTY,4061.44,4748.96,28.146945,-80.72097,Residential,Wood,3,
211979,FL,BREVARD COUNTY,68120.83,114397.21,28.14751,-80.638885,Residential,Wood,3,
997162,FL,BREVARD COUNTY,1993330.51,1966508.25,28.060989,-80.617241,Commercial,Reinforced Masonry,1,
842262,FL,BREVARD COUNTY,919433.16,1188407.82,28.08519,-80.60535,Residential,Masonry,1,
395163,FL,BREVARD COUNTY,657662.75,973006.78,28.06649,-80.63062,Residential,Masonry,1,
923353,FL,BREVARD COUNTY,201339.27,303556.8,28.081025,-80.621095,Residential,Wood,3,
214062,FL,BREVARD COUNTY,382291.33,384724.23,28.0742,-80.6205,Residential,Masonry,4,
604146,FL,BREVARD COUNTY,382291.33,418856.73,28.07994,-80.621065,Residential,Masonry,3,
778796,FL,BREVARD COUNTY,1483596.12,2327275.68,28.092606,-80.621803,Residential,Masonry,1,
897216,FL,BREVARD COUNTY,225000,317250,28.09775,-80.61124,Residential,Wood,1,
754191,FL,BREVARD COUNTY,1343700,1456886.57,28.09279,-80.61865,Residential,Masonry,1,
419159,FL,BREVARD COUNTY,28647.94,23596.73,28.136355,-80.64684,Residential,Wood,3,
304142,FL,BREVARD COUNTY,234746.54,300661.01,28.09106,-80.5701,Residential,Wood,1,
713045,FL,BREVARD COUNTY,2380.77,2764.06,28.09157,-80.57017,Residential,Wood,1,
890471,FL,BREVARD COUNTY,27775.64,36350.53,28.093052,-80.567192,Residential,Wood,3,
177058,FL,BREVARD COUNTY,304143.22,362477.89,28.093052,-80.567192,Residential,Wood,3,
416310,FL,BREVARD COUNTY,1375990.16,1290326.52,28.09106,-80.5701,Residential,Masonry,1,
727890,FL,BREVARD COUNTY,13887.82,12900.34,28.1095,-80.5783,Residential,Wood,4,
326394,FL,BREVARD COUNTY,228391.02,242070.27,28.135044,-80.5802,Residential,Wood,4,
263569,FL,BREVARD COUNTY,94315.32,78885.33,28.135044,-80.5802,Residential,Wood,4,
835974,FL,BREVARD COUNTY,33287.76,43301.78,28.134874,-80.580154,Residential,Wood,4,
521998,FL,BREVARD COUNTY,847260,916660.76,28.094532,-80.567902,Residential,Masonry,3,
478122,FL,BREVARD COUNTY,16110000,14310000,28.13844,-80.587805,Commercial,Reinforced Concrete,3,
166260,FL,BREVARD COUNTY,1916931.13,2839097.69,28.101143,-80.569916,Commercial,Reinforced Masonry,4,
458070,FL,BREVARD COUNTY,755033.4,593373.2,28.090717,-80.569643,Residential,Masonry,1,
280721,FL,BREVARD COUNTY,482532.8,531384.42,28.09105,-80.5695,Residential,Masonry,1,
372460,FL,BREVARD COUNTY,2061000,2508548.21,28.09555,-80.66529,Commercial,Reinforced Masonry,1,
206804,FL,BREVARD COUNTY,0,5153413.55,28.094418,-80.67366,Commercial,Reinforced Masonry,1,
552994,FL,BREVARD COUNTY,0,5110142.76,28.094406,-80.673393,Commercial,Reinforced Masonry,1,
691655,FL,BREVARD COUNTY,232425,200194.16,28.077354,-80.670731,Residential,Wood,1,
849264,FL,BREVARD COUNTY,51300000,72090000,28.078943,-80.648979,Commercial,Steel Frame,3,
851996,FL,BREVARD COUNTY,95967.9,149819.33,28.09694,-80.66782,Residential,Wood,1,
889791,FL,BREVARD COUNTY,509526.45,802650.9,28.08033,-80.65472,Residential,Masonry,1,
187079,FL,BREVARD COUNTY,1386900,2087797.65,28.035595,-80.668167,Residential,Masonry,1,
853463,FL,BREVARD COUNTY,132873.3,117735.58,28.04851,-80.671875,Residential,Wood,1,
468843,FL,BREVARD COUNTY,1102130.33,1089786.47,28.10565,-80.669228,Residential,Masonry,1,
866528,FL,BREVARD COUNTY,586798.63,446703.98,28.105648,-80.669052,Residential,Masonry,1,
924260,FL,BREVARD COUNTY,16912.04,28148.4,28.10565,-80.669327,Residential,Wood,1,
848311,FL,BREVARD COUNTY,14412.52,20336.03,28.10565,-80.669189,Residential,Wood,1,
845772,FL,BREVARD COUNTY,22324.11,25580.31,28.105648,-80.669159,Residential,Wood,1,
151731,FL,BREVARD COUNTY,16221.16,19113.71,28.105648,-80.669159,Residential,Wood,1,
523668,FL,BREVARD COUNTY,14763.92,18751.36,28.10565,-80.669327,Residential,Wood,1,
648956,FL,BREVARD COUNTY,11932.46,17373.67,28.105648,-80.669159,Residential,Wood,1,
